record_uid,lead_id,listing_id,lead_channel_key,buyer_intent,qualified_flag,lead_status,budget_band,lead_timestamp,_gold_created_at,_gold_schema_version
LEAD-PHY-0118213,LED-00118213,LST-0038456,4,Exploratory,true,qualified,50L-1Cr,2024-11-17T02:28:16.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118214,LED-00118214,LST-0013341,4,Medium,true,qualified,2Cr-5Cr,2024-11-16T21:59:27.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118215,LED-00118215,LST-0002712,3,Medium,true,site_visit,50L-1Cr,2026-03-28T07:23:43.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118216,LED-00118216,LST-0015828,3,Medium,true,qualified,50L-1Cr,2025-09-14T02:07:29.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118217,LED-00118217,LST-0029353,1,Exploratory,true,negotiation,2Cr-5Cr,2025-05-20T16:15:50.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118218,LED-00118218,LST-0014013,6,Medium,true,qualified,50L-1Cr,2026-04-14T08:04:10.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118219,LED-00118219,LST-0016888,4,High,false,closed_unqualified,50L-1Cr,2025-02-06T21:47:56.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118220,LED-00118220,LST-0006729,6,Medium,true,qualified,5Cr+,2025-06-27T06:19:39.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118221,LED-00118221,LST-0027327,2,Medium,true,qualified,Under 50L,2026-02-06T06:06:22.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118222,LED-00118222,LST-0016506,6,High,true,site_visit,5Cr+,2026-06-02T12:45:07.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118223,LED-00118223,LST-0016372,1,Medium,false,closed_unqualified,1Cr-2Cr,2024-03-08T19:22:54.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118224,LED-00118224,LST-0010500,1,High,false,new,Under 50L,2026-04-05T19:03:20.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118225,LED-00118225,LST-0035605,1,Medium,false,new,50L-1Cr,2025-12-11T20:07:22.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118226,LED-00118226,LST-0020008,6,High,false,contacted,1Cr-2Cr,2025-10-25T16:49:10.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118227,LED-00118227,LST-0004906,2,Exploratory,false,new,5Cr+,2026-02-04T03:32:04.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118228,LED-00118228,LST-0006451,1,Medium,true,negotiation,1Cr-2Cr,2025-03-29T06:08:28.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118229,LED-00118229,LST-0011927,3,Exploratory,false,contacted,2Cr-5Cr,2026-05-23T23:19:09.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118230,LED-00118230,LST-0023041,6,Exploratory,false,new,50L-1Cr,2024-10-11T07:55:05.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118231,LED-00118231,LST-0032952,4,Exploratory,true,qualified,50L-1Cr,2026-05-27T01:43:53.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118232,LED-00118232,LST-0005853,4,Exploratory,true,qualified,Under 50L,2024-07-20T01:13:06.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118233,LED-00118233,LST-0016799,4,High,false,new,1Cr-2Cr,2026-06-17T02:00:28.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118234,LED-00118234,LST-0036991,6,High,false,contacted,Under 50L,2026-04-27T18:33:09.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118235,LED-00118235,LST-0021184,1,High,false,new,50L-1Cr,2025-11-25T00:05:22.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118236,LED-00118236,LST-0010189,4,Medium,false,closed_unqualified,1Cr-2Cr,2026-06-09T06:51:30.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118237,LED-00118237,LST-0002406,1,Medium,true,negotiation,50L-1Cr,2025-10-07T09:52:48.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118238,LED-00118238,LST-0006836,4,Medium,false,new,5Cr+,2025-08-02T09:18:28.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118239,LED-00118239,LST-0016434,4,Exploratory,false,closed_unqualified,Under 50L,2026-03-26T15:27:27.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118240,LED-00118240,LST-0019969,4,Medium,true,negotiation,1Cr-2Cr,2024-07-13T19:16:44.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118241,LED-00118241,LST-0031955,2,Medium,true,qualified,1Cr-2Cr,2026-03-02T12:51:07.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118242,LED-00118242,LST-0004377,1,Medium,false,contacted,5Cr+,2026-05-28T10:56:19.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118243,LED-00118243,LST-0030565,1,Medium,true,site_visit,2Cr-5Cr,2025-03-01T12:33:37.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118244,LED-00118244,LST-0033622,4,Medium,true,negotiation,50L-1Cr,2024-07-27T15:15:38.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118245,LED-00118245,LST-0014050,2,Medium,true,qualified,50L-1Cr,2026-05-01T22:25:14.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118246,LED-00118246,LST-0033304,4,Medium,false,contacted,Under 50L,2025-05-30T22:51:44.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118247,LED-00118247,LST-0037484,2,Medium,true,site_visit,5Cr+,2026-06-13T13:04:00.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118248,LED-00118248,LST-0010913,4,High,false,new,2Cr-5Cr,2025-08-17T01:28:24.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118249,LED-00118249,LST-0028100,3,Medium,false,new,1Cr-2Cr,2026-05-21T18:13:30.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118250,LED-00118250,LST-0034212,3,High,true,negotiation,Under 50L,2026-05-19T07:24:43.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118251,LED-00118251,LST-0021824,6,High,false,new,1Cr-2Cr,2025-12-09T17:56:29.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118252,LED-00118252,LST-0006445,4,Exploratory,false,closed_unqualified,50L-1Cr,2024-07-19T06:22:12.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118253,LED-00118253,LST-0018740,6,Exploratory,false,new,Under 50L,2025-04-01T16:05:01.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118254,LED-00118254,LST-0033018,6,Medium,false,new,1Cr-2Cr,2026-04-10T13:43:01.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118255,LED-00118255,LST-0008526,4,Exploratory,false,contacted,Under 50L,2025-02-21T16:33:30.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118256,LED-00118256,LST-0030205,1,Exploratory,true,negotiation,1Cr-2Cr,2026-06-05T16:29:28.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118257,LED-00118257,LST-0028451,4,High,true,qualified,50L-1Cr,2026-01-05T18:35:44.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118258,LED-00118258,LST-0020089,3,Medium,true,qualified,2Cr-5Cr,2026-05-18T07:50:57.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118259,LED-00118259,LST-0007598,6,Medium,false,new,Under 50L,2026-05-26T18:43:46.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118260,LED-00118260,LST-0021923,4,Medium,false,new,50L-1Cr,2025-11-14T13:32:43.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118261,LED-00118261,LST-0011193,4,Exploratory,true,qualified,1Cr-2Cr,2025-07-17T06:52:12.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118262,LED-00118262,LST-0016058,6,Exploratory,true,negotiation,1Cr-2Cr,2025-12-02T06:02:06.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118263,LED-00118263,LST-0009139,2,Exploratory,false,new,50L-1Cr,2025-01-15T18:40:46.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118264,LED-00118264,LST-0008729,4,Exploratory,true,qualified,5Cr+,2025-08-01T14:54:04.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118265,LED-00118265,LST-0037991,2,High,false,new,Under 50L,2025-05-26T22:03:00.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118266,LED-00118266,LST-0016664,4,Exploratory,true,site_visit,50L-1Cr,2025-02-06T02:13:57.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118267,LED-00118267,LST-0005012,6,Medium,false,new,2Cr-5Cr,2026-04-06T21:15:45.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118268,LED-00118268,LST-0038392,3,High,false,new,50L-1Cr,2025-12-30T04:10:48.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118269,LED-00118269,LST-0029607,4,Exploratory,false,new,50L-1Cr,2026-01-24T08:55:19.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118270,LED-00118270,LST-0031089,2,High,false,contacted,Under 50L,2026-03-22T13:04:03.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118271,LED-00118271,LST-0008470,1,High,true,qualified,1Cr-2Cr,2025-04-19T07:50:59.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118272,LED-00118272,LST-0027406,1,High,false,new,1Cr-2Cr,2025-04-29T15:15:54.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118273,LED-00118273,LST-0033330,3,Medium,false,contacted,1Cr-2Cr,2026-03-28T20:49:56.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118274,LED-00118274,LST-0020490,4,Medium,false,new,2Cr-5Cr,2026-03-05T05:07:23.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118275,LED-00118275,LST-0013797,1,Exploratory,false,new,5Cr+,2026-05-04T11:45:55.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118276,LED-00118276,LST-0011638,2,High,true,qualified,2Cr-5Cr,2026-05-22T15:03:24.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118277,LED-00118277,LST-0027517,6,High,false,new,2Cr-5Cr,2025-06-09T09:26:03.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118278,LED-00118278,LST-0037468,4,Exploratory,false,contacted,1Cr-2Cr,2025-08-05T02:25:31.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118279,LED-00118279,LST-0030390,4,Medium,false,contacted,2Cr-5Cr,2026-04-19T01:17:31.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118280,LED-00118280,LST-0005750,4,Medium,false,new,Under 50L,2026-03-24T08:05:56.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118281,LED-00118281,LST-0007481,3,High,false,contacted,1Cr-2Cr,2026-03-27T18:23:35.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118282,LED-00118282,LST-0008460,1,High,true,negotiation,Under 50L,2025-12-25T02:36:23.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118283,LED-00118283,LST-0039695,3,Medium,false,closed_unqualified,Under 50L,2025-08-25T19:24:52.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118284,LED-00118284,LST-0021534,6,Medium,false,contacted,1Cr-2Cr,2025-10-13T11:52:11.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118285,LED-00118285,LST-0025744,4,Medium,true,site_visit,2Cr-5Cr,2025-10-31T05:54:53.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118286,LED-00118286,LST-0021863,4,Exploratory,false,new,1Cr-2Cr,2025-03-23T03:09:05.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118287,LED-00118287,LST-0001825,3,Exploratory,true,qualified,1Cr-2Cr,2026-03-20T01:09:36.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118288,LED-00118288,LST-0010466,1,Medium,true,qualified,50L-1Cr,2025-10-24T16:40:22.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118289,LED-00118289,LST-0016253,3,Exploratory,false,closed_unqualified,1Cr-2Cr,2026-01-12T07:18:13.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118290,LED-00118290,LST-0029501,4,Medium,false,contacted,50L-1Cr,2024-07-08T14:36:55.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118291,LED-00118291,LST-0014736,4,High,true,qualified,2Cr-5Cr,2026-03-14T14:04:37.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118292,LED-00118292,LST-0020604,4,High,false,closed_unqualified,Under 50L,2024-08-04T12:25:21.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118293,LED-00118293,LST-0000378,1,Exploratory,false,new,1Cr-2Cr,2026-06-02T04:09:36.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118294,LED-00118294,LST-0036501,3,Exploratory,false,new,1Cr-2Cr,2025-07-18T10:53:08.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118295,LED-00118295,LST-0036284,3,Medium,true,site_visit,1Cr-2Cr,2024-02-11T08:02:22.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118296,LED-00118296,LST-0035457,4,Medium,false,closed_unqualified,50L-1Cr,2024-11-17T19:50:29.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118297,LED-00118297,LST-0021427,4,Exploratory,false,new,1Cr-2Cr,2025-02-07T23:19:10.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118298,LED-00118298,LST-0003163,3,High,false,new,50L-1Cr,2025-11-29T15:08:42.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118299,LED-00118299,LST-0039687,3,Exploratory,false,new,50L-1Cr,2026-02-04T06:07:36.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118300,LED-00118300,LST-0020546,4,High,true,negotiation,50L-1Cr,2026-03-16T03:32:22.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118301,LED-00118301,LST-0022539,1,Medium,false,new,Under 50L,2026-06-09T21:06:46.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118302,LED-00118302,LST-0026738,4,Medium,false,contacted,50L-1Cr,2024-04-28T13:16:23.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118303,LED-00118303,LST-0008257,4,Medium,true,negotiation,5Cr+,2025-07-27T23:20:34.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118304,LED-00118304,LST-0026209,4,Medium,true,qualified,1Cr-2Cr,2026-05-15T18:32:34.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118305,LED-00118305,LST-0028963,1,High,true,site_visit,50L-1Cr,2026-04-20T10:11:32.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118306,LED-00118306,LST-0021262,5,Exploratory,true,site_visit,1Cr-2Cr,2025-11-25T10:30:51.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118307,LED-00118307,LST-0014127,2,Exploratory,false,closed_unqualified,50L-1Cr,2026-02-08T23:57:19.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118308,LED-00118308,LST-0000578,4,Exploratory,false,new,50L-1Cr,2025-06-27T17:50:07.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118309,LED-00118309,LST-0032341,1,High,true,qualified,5Cr+,2026-04-20T07:10:21.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118310,LED-00118310,LST-0038195,2,High,true,negotiation,50L-1Cr,2024-09-16T04:00:18.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118311,LED-00118311,LST-0009211,4,Medium,true,site_visit,50L-1Cr,2025-07-16T01:16:35.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118312,LED-00118312,LST-0005867,4,High,false,contacted,1Cr-2Cr,2026-05-12T04:16:10.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118313,LED-00118313,LST-0037826,3,Exploratory,false,closed_unqualified,50L-1Cr,2025-08-27T01:48:09.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118314,LED-00118314,LST-0007068,2,Exploratory,false,closed_unqualified,1Cr-2Cr,2026-02-04T06:22:30.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118315,LED-00118315,LST-0009003,4,High,true,qualified,1Cr-2Cr,2024-11-11T03:27:48.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118316,LED-00118316,LST-0015757,1,Exploratory,true,qualified,50L-1Cr,2026-03-03T18:54:16.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118317,LED-00118317,LST-0026042,4,Medium,true,qualified,Under 50L,2025-11-10T18:04:46.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118318,LED-00118318,LST-0023608,4,Medium,false,new,50L-1Cr,2024-11-22T18:18:45.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118319,LED-00118319,LST-0034917,2,Medium,true,qualified,Under 50L,2026-06-11T14:20:29.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118320,LED-00118320,LST-0035841,4,Exploratory,false,contacted,Under 50L,2026-02-28T11:58:35.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118321,LED-00118321,LST-0017930,4,Medium,false,contacted,1Cr-2Cr,2025-05-06T21:56:43.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118322,LED-00118322,LST-0015846,2,Exploratory,true,site_visit,Under 50L,2025-03-20T11:58:11.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118323,LED-00118323,LST-0028634,4,Medium,false,closed_unqualified,50L-1Cr,2026-06-17T17:25:25.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118324,LED-00118324,LST-0027829,1,Medium,true,site_visit,1Cr-2Cr,2025-12-07T17:23:43.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118325,LED-00118325,LST-0008719,3,High,false,contacted,Under 50L,2024-11-29T23:21:36.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118327,LED-00118327,LST-0029524,4,High,false,new,Under 50L,2026-06-19T00:01:33.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118328,LED-00118328,LST-0012009,2,Exploratory,true,qualified,Under 50L,2025-08-22T20:10:04.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118329,LED-00118329,LST-0006642,6,Medium,true,negotiation,2Cr-5Cr,2025-06-30T01:48:20.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118330,LED-00118330,LST-0020700,2,Medium,false,new,2Cr-5Cr,2025-10-24T13:29:18.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118331,LED-00118331,LST-0037880,4,Medium,false,closed_unqualified,50L-1Cr,2024-08-30T20:41:48.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118332,LED-00118332,LST-0035781,4,Medium,true,negotiation,1Cr-2Cr,2026-04-23T15:26:58.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118333,LED-00118333,LST-0023582,3,High,false,new,1Cr-2Cr,2025-08-26T05:13:52.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118334,LED-00118334,LST-0029338,1,Exploratory,true,negotiation,1Cr-2Cr,2024-11-20T11:42:22.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118335,LED-00118335,LST-0007748,6,Medium,true,site_visit,Under 50L,2025-03-16T02:03:52.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118336,LED-00118336,LST-0036948,4,High,false,new,50L-1Cr,2026-04-07T22:56:41.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118337,LED-00118337,LST-0036789,2,Exploratory,true,site_visit,1Cr-2Cr,2025-09-07T03:16:14.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118338,LED-00118338,LST-0022370,4,High,true,negotiation,2Cr-5Cr,2026-03-19T21:22:12.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118339,LED-00118339,LST-0009025,4,Medium,false,closed_unqualified,1Cr-2Cr,2026-01-15T19:51:34.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118340,LED-00118340,LST-0038210,4,Medium,false,contacted,5Cr+,2026-02-21T05:20:52.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118341,LED-00118341,LST-0033473,1,Exploratory,false,contacted,50L-1Cr,2026-03-21T03:54:49.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118342,LED-00118342,LST-0008388,3,High,true,negotiation,Under 50L,2026-05-03T18:27:30.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118343,LED-00118343,LST-0013602,2,Exploratory,true,qualified,Under 50L,2026-04-07T06:03:15.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118344,LED-00118344,LST-0033302,4,Medium,false,new,50L-1Cr,2025-07-27T10:47:27.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118345,LED-00118345,LST-0026095,3,Exploratory,false,new,50L-1Cr,2025-12-07T18:22:48.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118346,LED-00118346,LST-0031187,4,Exploratory,true,qualified,Under 50L,2025-10-25T11:35:31.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118347,LED-00118347,LST-0039880,3,High,true,qualified,50L-1Cr,2025-09-04T14:04:21.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118348,LED-00118348,LST-0005651,4,Exploratory,true,qualified,1Cr-2Cr,2025-09-22T11:30:36.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118349,LED-00118349,LST-0038456,6,High,false,new,50L-1Cr,2025-07-22T12:49:43.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118350,LED-00118350,LST-0023926,4,Medium,true,negotiation,50L-1Cr,2025-11-13T23:28:31.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118351,LED-00118351,LST-0014452,6,Medium,false,new,1Cr-2Cr,2024-11-27T01:42:55.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118352,LED-00118352,LST-0011809,6,Exploratory,false,new,Under 50L,2025-06-16T06:14:59.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118353,LED-00118353,LST-0003056,1,Medium,false,contacted,50L-1Cr,2026-04-25T02:11:53.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118354,LED-00118354,LST-0023957,3,Medium,true,qualified,Under 50L,2026-03-29T23:07:54.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118355,LED-00118355,LST-0019480,4,Exploratory,false,contacted,50L-1Cr,2025-12-04T14:20:27.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118356,LED-00118356,LST-0032418,4,High,false,closed_unqualified,50L-1Cr,2026-05-23T15:02:14.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118357,LED-00118357,LST-0038282,4,Medium,false,new,50L-1Cr,2026-05-17T07:58:33.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118358,LED-00118358,LST-0015848,1,Medium,true,qualified,2Cr-5Cr,2025-09-27T09:53:05.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118359,LED-00118359,LST-0013480,4,Exploratory,false,new,50L-1Cr,2025-05-07T22:25:13.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118360,LED-00118360,LST-0023453,6,Exploratory,true,qualified,2Cr-5Cr,2026-04-22T16:05:55.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118361,LED-00118361,LST-0035593,1,High,false,new,50L-1Cr,2026-06-24T04:16:29.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
LEAD-PHY-0118362,LED-00118362,LST-0000752,1,High,true,negotiation,50L-1Cr,2026-02-21T04:14:41.000Z,2026-09-17T08:00:29.540Z,propiq_gold_v1.0
